Branch,CGPA,AllottedStationName,Stipend,AllotedSemester1,AllotedSemester2
A4,6.74,Udaan,N/A,0,1
A1,6.49,BIGTEC PRIVATE LIMITED,N/A,1,0
N/A,6.02,"WILP - Control systems,IC Engines, RSM,Hyderabad",25000,1,1
A2,6.738,"MyHQ - Non Tech, Gurugram",N/A,1,0
A1,4.78,"Birla Cellulose, Kharach",N/A,0,1
A7,6.731,"Synchrony, Hyderabad",45000,1,0
A3,6.731,"Mercedes Benz,Bengaluru",N/A,1,0
B2A3,6.73,UST- SI Digital Transform,N/A,1,1
B1A4,6.73,"Siemens Energy, Vadodara",40000,0,1
B2A4,6.73,"Remit2Any, Bengaluru",20000,1,1
A5,6.73,Qure.ai - Product Management,40000,0,1
B5A4,6.73,Purplle,50000,1,1
B2A2,6.73,DBOI MVRM Vals,50000,1,1
B2A2,6.728,"upGrad Education Pvt Ltd, Bengaluru",N/A,1,0
AB,6.727,Siemens Technology Services Pvt Ltd,40000,1,0
AA,6.72,Portkey AI - Management,45000,,1
B3A7,6.72,"Morningstar - Index Management and Analytics,Mumbai",50000,1,1
B4A8,6.72,Genpact- Data Scientist - Gurugram,30000,1,1
A7,6.72,Carrier Technologies India Limited,N/A,,1
B1A8,6.72,"Bhanix Finance and Investment Ltd.(CASHe -Tech),Hyderabad",N/A,1,1
A4,6.712,Rivigo,N/A,1,
A3,6.71,"Mercedes Benz,Bengaluru",N/A,1,0
B3A7,6.71,Aditya Birla Digital Fashion Ventures – (TMRW House Of Brands) - Frontend,N/A,1,1
B4A8,6.709,Mitigata: Smart Cyber Insurance,25000,1,1
A4,6.708,eShipz.com (LogIQ Labs Pvt. Ltd),N/A,1,
B4A7,6.703,CRRI-DATA ANALYTICS,N/A,1,0
A2,6.701,"Complete lnstrumentation Solutions Pvt. Ltd.,Gurugram",N/A,1,0
A1,5.49,"Birla Cellulose, Pulp & Fiber Business, Taloja",N/A,1,
A8,6.7,Grogu Payments Software Private Limited,N/A,1,0
B1A4,6.7,Forus Health,40000,1,1
B4A8,6.7,"ClearTax,Bengaluru",N/A,1,1
A3,6.69,HSBC - Analyst,65000,0,1
B4,6.685,"MSCI - Real Estate Index Management Research,Mumbai",60000,1,0
B5A8,6.68,"Pixis - Tech, Bengaluru",40000,1,1
A5,6.68,"Nirmaan Organization - Non Tech,Hyderabad",N/A,1,0
B3A7,6.68,MSCI Services Pvt. Ltd. - Index Management Research,60000,1,1
B3A3,6.68,"Morningstar - New Product Development, Mumbai",50000,1,1
B2A2,6.68,Champion InfoMetrics Pvt Ltd,N/A,1,1
A1,5.733,"Bonanza Portfolio, Mumbai",N/A,1,
A7,6.673,"Ernst & Young L.L.P.,Bangalore",38000,1,0
B5A3,6.67,Unity Growth Investments Pvt Ltd- Tech,N/A,1,1
A3,6.67,TIF Labs Pvt. Ltd,N/A,0,1
A8,6.67,SS Clothing,N/A,1,0
N/A,5.79,"WILP - AI for Education Innovation Lab, hyderabad. ( (Spanda.ai)",25000,0,1
B3A4,6.667,"Altair,Bengaluru",37500,,1
A2,6.667,AECOM - Gurugram,N/A,1,0
A2,6.663,"AECOM,Mumbai",N/A,1,0
A3,6.661,RIGI Digital Marketing,26000,1,0
A5,6.661,Centre for Effective Governance of India States (CEGIS)- Tamil Nadu,N/A,1,0
A8,6.66,Nurix Labs Private Limited - Non Tech,N/A,0,1
B4A3,6.66,Agnext Technologies,N/A,1,1
A4,6.657,AlmaConnect,N/A,1,0
A1,5.873,BookMyXperience Pvt Ltd-Associate Consultant,N/A,1,
A7,6.654,CRRI-DATA ANALYTICS,N/A,1,0
B5A4,6.65,"Siemens Energy, Vadodara",40000,1,1
A4,6.647,"WILP - ADAS , Artificial & Computation, Hyderabad",25000,1,
B4,6.647,"DBOI - MRAC,Mumbai",50000,1,0
A2,6.644,AECOM - Pune,N/A,1,0
B4A4,6.64,UST- SI Digital Transform,N/A,1,1
A7,6.64,"1Clicktech Global Services Pvt. Ltd.,Gurugram",N/A,,1
A2,6.63,"UBS- RAS (Finance), Pune",60000,0,1
A8,6.63,Novus Hi-Tech Robotic Systemz Pvt. Ltd.,N/A,0,1
B3A1,6.63,KPMG- GBS,30000,1,1
B3A3,6.63,DBOI MVRM Vals,50000,1,1
A4,6.63,CRRI - FINANCE,N/A,1,
AB,6.629,"Nirmaan Organization - Non Tech,Hyderabad",N/A,1,0
A4,6.627,AlmaConnect,N/A,1,0
AA,6.626,CSIR-NAL,N/A,1,0
N/A,5.19,Mitigata (Alphawave Technologies Private limited),25000,,1
A4,6.62,Alt Carbon,N/A,1,
B3,6.619,"UBS- Product Control (Finance), Pune",60000,1,0
A3,6.617,"Lenskart Solutions Private Limited - Analytics, Gurugram",N/A,1,0
A1,4.717,CHT (INDIA) PVT.LTD,N/A,1,
B4A4,6.613,"WILP - Control systems,IC Engines, RSM,Hyderabad",25000,1,
A4,6.611,Rivigo,N/A,1,
A7,6.611,"Pixis - Tech, Bengaluru",40000,1,0
B4A2,6.61,"UBS- QRM, Mumbai",60000,1,1
B4A1,6.61,Evolve,N/A,1,1
A3,6.606,"WILP - AI for Education Innovation Lab,Hyderabad",25000,1,0
A3,6.606,"WILP - AI for Education Innovation Lab,Hyderabad",25000,1,0
A3,6.606,Genpact -Data Scientist - Hyderabad,30000,1,0
A4,6.604,Centre for Effective Governance of India States (CEGIS)- Hyderabad,N/A,1,
A8,6.602,"LTIMindtree- GTO-Tech Incubation-QC, PAN INDIA",25000,1,0
A4,6.602,"Bharat Forge Ltd.,Pune",10000,1,0
B4AA,6.6,"Porter - Product Management ,Bengaluru",40000,1,1
A7,6.6,"Novartis- Data Science & Analytics Raidurg, Hyderabad",N/A,,1
A3,6.6,"Indira Gandhi Centre for Atomic Research,Kalpakkam",N/A,1,0
B1AA,6.6,Dreamplug Technologies - DS,N/A,,1
B4A4,6.6,"Bread Financial , Bengaluru",N/A,1,1
A7,6.598,"Pixis - Tech, Bengaluru",40000,1,0
A4,6.596,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,1,
A4,6.592,CSIR-NAL,N/A,1,0
A7,6.592,CSIR-NAL,N/A,1,0
B4A4,6.59,Porter - Business Internship.,40000,1,1
B4A3,6.59,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,1
B4A4,6.59,Greenfinch Global Consulting-IT,N/A,1,1
A5,6.59,AlmaConnect,N/A,0,1
A1,7.371,CloudFiles Technologies Inc- NON IT,N/A,1,0
A4,6.586,"Divgi TorqTransfer Systems Pvt. Ltd - Shivare,Pune",N/A,1,
AA,6.584,Grogu Payments Software Private Limited,N/A,1,0
A1,6.616,CRRI-DATA ANALYTICS,N/A,1,0
B4AA,6.58,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,1
AA,6.579,"Genpact AIML Data Scientist - AI Practice, Bengaluru",30000,1,0
A1,6.019,CRRI-DATA ANALYTICS,N/A,1,0
A3,6.575,Smart Joules Pvt Ltd.,N/A,1,0
AB,6.573,The Future University - Community Manager,N/A,1,0
A3,6.567,Unity Growth Investments Pvt Ltd- Non Tech,N/A,1,0
A2,6.567,"KMV Projects Limited, Visakhapatnam, Andhra Pradesh",N/A,1,0
A3,6.564,"Statcon Electronics India Limited, NOIDA",N/A,1,0
A4,6.562,SmalBlu,N/A,1,
A4,6.562,CSIR-NAL,N/A,1,
AB,6.562,Ansys Software Pvt. Ltd,N/A,1,0
A4,6.56,"UBS- RAS (Finance), Pune",60000,,1
B4A7,6.56,"Synchrony, Hyderabad",45000,1,1
A2,6.56,"MyHQ - Non Tech, Gurugram",N/A,1,0
B2A1,6.559,BIGTEC PRIVATE LIMITED,N/A,1,0
A7,6.551,"Ernst & Young LLP, Gurugram",38000,1,0
B4A3,6.55,"Statcon Electronics India Limited, NOIDA",N/A,1,0
A4,6.55,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,0,1
A7,6.55,Goodera - Founder's Office,35000,,1
B5A8,6.55,Digicert Security India Pvt Ltd,N/A,1,1
A3,6.546,Synergiz Global Services Pvt Ltd,N/A,1,0
A7,6.545,"Genpact - H&M, One Data and AI, Bengaluru",30000,1,0
A4,6.543,Pioneer Electrocables Pvt Ltd,10000,1,
A7,6.541,"Genpact Data Scientist - H&M, Gurugram",30000,1,0
B5A7,6.54,Unity Growth Investments Pvt Ltd- Tech,N/A,1,1
AA,6.537,"CriticalRiver Technologies Pvt Ltd, IT",N/A,1,0
B1A7,6.53,"Synchrony, Hyderabad",45000,1,1
B1A7,6.53,Secureworks India Private Limited (a Dell Technologies Company),N/A,1,1
A4,6.529,Rivigo,N/A,1,
A7,6.524,The Future University - Community Manager,N/A,1,0
A1,5.075,CRRI-DATA ANALYTICS,N/A,1,
A3,6.523,Eureka Forbes Ltd - Bengaluru,40000,1,0
AA,6.52,Mitigata (Alphawave Technologies Private limited),25000,,1
B4A3,6.52,ASBL,40000,1,1
A8,6.519,Piramal Pharma Limited - BIU,75000,1,0
A8,6.519,"Indira Gandhi Centre for Atomic Research,Kalpakkam",N/A,1,0
B3A7,6.51,Goldman Sachs - Bengaluru,191666,,1
B1A7,6.51,Glance,45000,1,1
A4,6.51,"ERP BITS, Hyderabad",N/A,1,
AA,6.505,The Future University - Community Manager,N/A,1,0
A1,7.255,CSIR-IICT Hyderabad,N/A,1,0
B4A7,6.5,Stampmyvisa- IT,N/A,1,1
A2,6.5,Pepper Content,N/A,1,0
B4A4,6.5,"Ernst & Young L.L.P.,Bangalore",38000,1,1
A2,6.5,CSIR - Central Road Research Institute (CRRI),N/A,1,0
A7,6.495,Secureworks India Private Limited (a Dell Technologies Company),N/A,1,0
A8,6.495,Novus Hi-Tech Robotic Systemz Pvt. Ltd.,N/A,1,0
A4,6.495,"Divgi TorqTransfer Systems Pvt. Ltd - Shivare,Pune",N/A,1,
A4,6.495,CSIR-NML,N/A,1,0
A8,6.495,Colorjet India Limited,N/A,1,0
B4A8,6.49,ZF India Technology Center - AI Developer,N/A,1,1
B2A7,6.49,Tectonic Technologies Inc - Product Management,60000,1,1
A1,5.93,CSIR-NAL,N/A,1,0
A3,6.485,"Indira Gandhi Centre for Atomic Research,Kalpakkam",N/A,1,0
A8,6.485,"Aarrrmor Digital Services Pvt. Ltd. (Non IT),Bengaluru",N/A,1,0
B5A7,6.483,"YETHI CONSULTING, Bengaluru",N/A,1,0
A8,6.481,"Statcon Electronics India Limited, NOIDA",N/A,1,0
A4,6.481,Monocept Consulting Pvt Ltd.,N/A,1,
AA,6.48,Champion InfoMetrics Pvt Ltd,N/A,,1
B3A7,6.48,BureauID India Private Limited,N/A,1,1
A7,6.477,"Ernst & Young LLP, Gurugram",38000,1,0
A4,6.471,The Future University - Community Manager,N/A,1,
A1,6.283,CSIR-NML,N/A,1,0
N/A,6.39,"Quadrant Technologies, Hyderabad",15000,,1
B4A4,6.47,Porter - Business Internship.,40000,1,1
A3,6.47,"MyHQ - Non Tech, Gurugram",N/A,1,0
N/A,5.58,MountTech India Ventures Pvt Ltd,15000,0,1
B2A4,6.47,ASBL,40000,1,1
A7,6.465,"Mercedes Benz,Bengaluru",N/A,1,0
A4,6.462,The Future University - Community Manager,N/A,1,
AA,6.462,"Indira Gandhi Centre for Atomic Research,Kalpakkam",N/A,1,0
B4AA,6.46,Rahi Platform Technologies,50000,1,1
A3,6.46,QUALCOMM,45000,,1
A8,6.458,Monocept Consulting Pvt Ltd.,N/A,1,0
A4,6.455,Centre for Effective Governance of India States (CEGIS)- Tamil Nadu,N/A,1,0
A3,6.454,"Micron Technology, Hyderabad/ Bangalore",50000,1,0
A4,6.452,CBAI TECHNOLOGIES PRIVATE LIMITED,N/A,1,0
A1,6.171,CSIR-NML,N/A,1,0
N/A,6.74,"Exobot Dynamics Pvt Ltd,Sonepat",12000,0,1
B1AA,6.45,Carrier Technologies India Limited,N/A,1,1
B3A3,6.45,Bolt.Earth,N/A,1,1
A7,6.446,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
A2,6.446,CSIR - Central Road Research Institute (CRRI),N/A,1,0
A7,6.444,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
A8,6.443,"Saras Analytics, Hyderabad",N/A,1,0
A8,6.443,Novus Hi-Tech Robotic Systemz Pvt. Ltd.,N/A,1,0
A7,6.442,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
A8,6.44,"Zunpulse Pvt Ltd, Gurugram",N/A,1,0
A4,6.44,"Time tooth Technologies Pvt Ltd, Noida/Bengaluru",N/A,0,1
A5,6.44,PharmSight Research and Analytics Pvt. Ltd.,20000,1,0
A7,6.439,"Nichesolv, Bengaluru",N/A,1,0
A7,6.439,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
A2,6.436,The Future University - Community Manager,N/A,1,0
A3,6.432,RT Vision Technologies Pvt. Ltd,20000,1,0
A3,6.43,Stelmec Ltd,N/A,1,0
AA,6.43,PIEDS BITS Pilani,0,,1
B3A4,6.43,Impactsure Technologies Private Limited - Finance,40000,1,1
B5A3,6.43,Genpact- Data Scientist - Gurugram,30000,1,1
A4,6.429,"KFin Technologies Private Limited,Hyderabad",N/A,1,
B5A4,6.422,"Convrse Spaces- Non Tech, Gurugram",N/A,1,1
B4A3,6.42,Rahi Platform Technologies,50000,1,1
B3A4,6.42,QCLAIRVOYANCE QUANTUM LABS PVT LTD,50000,1,1
B4A3,6.42,Genpact -Data Scientist - Hyderabad,30000,1,1
B5A4,6.42,"DBOI - OPS, Bengaluru",50000,1,1
B4A3,6.41,Porter - Business Internship.,40000,1,1
AA,6.41,ASBL,40000,0,1
A3,6.406,"Statcon Electronics India Limited, NOIDA",N/A,1,0
AA,6.406,Drut Networks India LLP,N/A,1,0
B1A7,6.4,PIEDS BITS Pilani,0,1,1
A2,6.4,ASBL,40000,0,1
A8,6.398,Pioneer Electrocables Pvt Ltd,10000,1,0
A8,6.394,"WILP - IOT,Hyderabad",25000,1,0
B1A3,6.39,Unity Growth Investments Pvt Ltd- Tech,N/A,1,1
N/A,4.67,MELSS,10000,,1
AA,6.39,Nurix Labs Private Limited - Non Tech,N/A,,1
B1A7,6.39,"HERE Technologies India Pvt. Ltd,Mumbai",50000,1,1
B1A4,6.388,"Statcon Electronics India Limited, NOIDA",N/A,1,0
A3,6.387,CSIR-NAL,N/A,1,0
A4,6.382,"Remit2Any, Bengaluru",20000,1,
A3,6.381,"Mobius Networks India Pvt. Ltd, Hyderabad",N/A,1,0
B2A1,6.38,Snitch Apparels Private Limited,N/A,1,1
A3,6.373,Novus Hi-Tech Robotic Systemz Pvt. Ltd.,N/A,1,0
A1,6.85,Darwinbox Digital Solutions Pvt. Ltd.,N/A,0,1
AA,6.37,MountTech India Ventures Pvt Ltd,15000,0,1
A3,6.37,Healthlane Technologies Pvt Ltd (Zelthy),35000,1,1
A4,6.369,"WILP - ADAS , Artificial & Computation, Hyderabad",25000,1,
A4,6.369,"Bharat Forge Ltd.,Pune",10000,1,0
A7,6.364,Aditya Birla Digital Fashion Ventures – (TMRW House Of Brands) - Product Manager,N/A,1,0
A8,6.36,WCB Robotics India Pvt. Ltd. - Electronics,0,0,1
A4,6.36,INDUS INTERNATIONAL FZC,N/A,0,1
B3A8,6.36,"DBOI - OPS, Bengaluru",50000,1,1
A4,6.359,"Divgi TorqTransfer Systems Pvt. Ltd. Sirsi, Karnataka",N/A,1,
A3,6.352,"WILP - Remote Lab, Hyderabad",25000,1,0
A4,6.352,"Bharat Forge Ltd.,Pune",10000,1,
A4,6.351,EkStep Foundation. Bengaluru,N/A,1,
B4A1,6.35,Impactsure Technologies Private Limited - Finance,40000,1,1
B2AB,6.348,Spyne - Non Tech,N/A,1,0
A3,6.34,"upGrad Education Pvt Ltd, Bengaluru",N/A,1,0
A4,6.34,"Siemens Energy, Gurugram",40000,0,1
A3,6.34,MOHINI CREATIONS,N/A,1,0
B3A1,6.34,"Jarvis Technology & Strategy Consulting, New Delhi",N/A,1,0
A8,6.339,"WILP - IOT,Hyderabad",25000,1,0
A4,6.333,"NBC Bearings,Jaipur",N/A,1,
A1,7.523,"Delightful Gourmet Private Limited, Licious",N/A,1,0
A1,7.476,"Delightful Gourmet Private Limited, Licious",N/A,1,0
B4A4,6.33,Pioneer Electrocables Pvt Ltd,10000,1,1
A4,6.33,"International Aerospace Manufacturing Pvt. Ltd, Bengaluru",20000,0,1
A2,6.327,CSIR - Central Road Research Institute (CRRI),N/A,1,0
A3,6.321,RT Vision Technologies Pvt. Ltd,20000,1,0
B5A3,6.32,Healthlane Technologies Pvt Ltd (Zelthy),35000,1,1
N/A,4.59,"ServCrust Private Limited, Hyderabad",10000,0,1
B4,6.32,AlmaConnect,N/A,1,0
A3,6.319,Goodera - GTM,35000,,1
B1AB,6.31,"ITC Limited, PSPD (Paperboards and Specialty Papers Division), Bhadrachalam",30000,0,1
A3,6.306,Mediwhale,N/A,1,0
A4,6.306,"Divgi TorqTransfer Systems Pvt. Ltd. - Bhosari,Pune",N/A,1,
A8,6.306,CLEAREYE.AI,N/A,1,0
B2A1,6.3,UST- SI Digital Transform,N/A,1,1
A8,6.3,"Mercedes Benz,Bengaluru",N/A,1,0
A1,6.581,Equal Identity Pvt Ltd,N/A,1,0
A4,6.296,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,1,
B2A4,6.29,"WILP - AI for Education Innovation Lab, hyderabad. ( (Spanda.ai)",25000,1,1
A8,6.29,Carrier Technologies India Limited,N/A,0,1
A3,6.289,CSIR- BISAG -Bhaskaracharya National Institute for Space Applications and Geo-informatics,N/A,1,0
A8,6.286,"ABB Global Industries and Services Private Limited, AIC - INOPC",N/A,1,0
A3,6.284,"Zomato-Sales, PAN INDIA",N/A,1,0
A4,7.5,"IFB Industries,Goa",0,1,0
A1,6.578,eShipz.com (LogIQ Labs Pvt. Ltd),N/A,1,0
B4A4,6.28,CloudJune (OPC) PVT Ltd,N/A,1,1
A8,6.28,"Argenbright Innovation Lab,Bengaluru",N/A,1,0
AA,6.28,73 Strings Pvt. Ltd,N/A,,1
A8,6.278,Opta Cloud PTE,N/A,1,0
AA,6.269,RIGI Digital Marketing,26000,1,0
A3,6.268,CSIR-NAL,N/A,1,0
A3,6.268,Construct Pte Ltd,N/A,1,0
A7,6.265,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
AA,6.264,NewronData Global Services Private Limited,N/A,1,0
A3,6.262,CSIR- BISAG -Bhaskaracharya National Institute for Space Applications and Geo-informatics,N/A,1,0
B5A4,6.26,"ITC Limited, PSPD (Paperboards and Specialty Papers Division), Bhadrachalam",30000,0,1
B3A7,6.26,"Ernst & Young L.L.P.,Bangalore",38000,1,1
A8,6.26,"Argenbright Innovation Lab,Bengaluru",N/A,1,
B5A3,6.26,"ABB Global Industries and Services Private Limited, AIC - INOPC",N/A,1,1
A8,6.245,Portkey AI - Management,45000,1,
B4A2,6.241,"Remit2Any, Bengaluru",20000,1,0
A2,6.24,Myeasypharma,N/A,1,
B4A8,6.24,Genpact- Data Scientist - Gurugram,30000,1,1
A2,6.24,CSIR - Central Road Research Institute (CRRI),N/A,1,
A4,6.24,BigBasket,50000,0,1
A1,5.455,"Evmaaag Innovation Opc pvt ltd, Bengaluru",N/A,1,
AB,6.238,"Cascadestar India Pvt. Ltd, Mumbai",N/A,1,0
A2,6.236,CSIR - Central Road Research Institute (CRRI),N/A,1,
A4,6.235,CSIR-NML,N/A,1,0
A8,6.23,"Aarrrmor Digital Services Pvt. Ltd. (Non IT),Bengaluru",N/A,1,0
A3,6.223,"Mobile Premier League,Bengaluru",N/A,1,0
A3,6.22,Goodera - Product,35000,,1
A5,6.214,PharmSight Research and Analytics Pvt. Ltd.,20000,1,
A2,6.212,CSIR - Central Road Research Institute (CRRI),N/A,1,
A8,6.21,Genpact -Data Scientist - Hyderabad,30000,,1
B4A2,6.21,"Ernst & Young LLP, Gurugram",38000,1,1
A4,6.21,CSIR-NML,N/A,1,
A8,6.206,"Argenbright Innovation Lab,Bengaluru",N/A,1,0
A3,6.204,CSIR-NAL,N/A,1,0
A8,6.2,CSIR-NAL,N/A,1,0
N/A,8.46,Nomura IT Internship - GMIT - Trade Processing,N/A,0,1
A4,6.194,CSIR-NML,N/A,1,
AA,8.19,"NXP India Pvt Ltd, Bengaluru",N/A,0,1
A4,6.19,"Indira Gandhi Centre for Atomic Research,Kalpakkam",N/A,1,
A4,6.19,CSIR-NAL,N/A,1,
A2,6.178,CSIR - Central Road Research Institute (CRRI),N/A,1,
A4,6.177,Sarda Metals &amp; Alloys Ltd,N/A,1,
A4,6.176,Binocs - SDE & Machine Learning Intern,N/A,1,
A1,6.01,Grasim Industries Ltd. (Chemical Division) CPW & SBP,N/A,,1
B5A7,6.17,Porter - Business Internship.,40000,1,1
B1A4,6.17,Goodera - GTM,35000,1,1
A3,6.168,"Argenbright Innovation Lab,Bengaluru",N/A,1,0
AB,6.167,"Grasim Industries,Nagda",N/A,1,0
A7,6.163,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
B1AA,6.162,"iRasus Technologies Pvt Ltd,Gurugram",N/A,0,1
B2,6.159,"J29 F&B Consultancy LLP, ( Food Pe ) Gurugram",N/A,1,0
A3,6.158,V. MILAK ENTERPRISES,N/A,1,0
A1,6.105,"Grasim Industries,Nagda",N/A,1,
AA,6.155,"Statcon Electronics India Limited, NOIDA",N/A,1,0
A4,6.154,Colorjet India Limited,N/A,1,
AA,6.15,UST- SI Digital Transform,N/A,0,1
B4A4,6.15,RIGI - NON TECH,30000,1,1
A4,6.148,"Grasim Industries,Nagda",N/A,1,0
A5,6.142,Binocs - SDE & Machine Learning Intern,N/A,1,
AA,6.14,OKAYA EV PRIVATE LIMITED NEW DELHI,N/A,1,0
A4,6.14,MSA Global Technology and Engineering P Ltd.,25000,0,1
B4A1,6.14,Eminar Commerce Solutions Pvt. Ltd.,N/A,1,1
A3,6.136,"Remit2Any, Bengaluru",20000,1,0
AA,6.133,"HEX Advisory Group, Gurgaon",N/A,1,0
A4,6.13,Impactsure Technologies Private Limited - Data Science,40000,0,1
A4,6.13,"Grasim Industries,Nagda",N/A,1,0
A7,6.126,Unity Growth Investments Pvt Ltd- Tech,N/A,1,0
A8,6.11,"Hind High Vacuum (HHV), GOA",N/A,1,0
AA,6.109,Fix Health (previously YourPhysio),N/A,1,0
AA,6.109,"DBOI - OPS, Bengaluru",50000,1,0
A3,6.107,"Tata CLiQ, Mumbai",N/A,1,0
A1,6.095,"Grasim Industries,Nagda",N/A,1,
A4,6.104,"Blow Trumpet Solutions, New Delhi",N/A,1,
B2AA,6.101,WCB Robotics India Pvt. Ltd. - Electronics,0,1,1
A4,6.1,"WILP - ADAS , Artificial & Computation, Hyderabad",25000,0,1
A5,6.1,Mitigata (Alphawave Technologies Private limited),25000,0,1
B3A3,6.1,"Ernst & Young LLP, Gurugram",38000,1,1
A1,5.608,Indexel Engineering Pvt. Ltd,N/A,1,
AA,6.093,CSIR-NAL,N/A,1,0
A8,6.091,"WILP - AI for Education Innovation Lab, hyderabad. ( (Spanda.ai)",25000,,1
B3,6.09,Unity Growth Investments Pvt Ltd- Non Tech,N/A,0,1
B4A4,6.09,AlmaConnect,N/A,1,1
A2,6.089,POOZLE INNOVATIONS PRIVATE LIMITED,N/A,1,
A4,6.087,Sarda Metals &amp; Alloys Ltd,N/A,1,
A2,6.087,PIEDS BITS Pilani,0,1,
A3,6.087,"Kofuku Idea Labs Private Limited, Hyderabad",N/A,1,
N/A,8.01,"Gameskraft, IT- Product Management",N/A,1,1
N/A,7.91,Critical Path Technologies Private Limited (“SalarySe) - Non Tech,N/A,1,1
A3,6.082,"Hind High Vacuum (HHV), GOA",N/A,1,0
A7,6.08,"Zluri,Bengaluru",N/A,1,0
B5A3,6.08,Lokal App,35000,1,1
AA,6.074,CSIR- BISAG -Bhaskaracharya National Institute for Space Applications and Geo-informatics,N/A,1,0
A1,7.333,"Lenskart Solutions Private Limited, Bhiwandi, Gurugram",N/A,1,0
N/A,7.71,Champion InfoMetrics Pvt Ltd,N/A,,1
B1A4,6.07,"ITC Limited, PSPD (Paperboards and Specialty Papers Division), Bhadrachalam",30000,1,1
AA,6.067,CSIR - Central Road Research Institute (CRRI),N/A,1,0
N/A,7.5,Truva (Porch Technologies Private Limited) - NON IT,N/A,1,1
A8,6.06,Easitex Private Limtied,N/A,1,0
N/A,7.4,Udaan,N/A,1,1
A7,6.058,CSIR - Central Road Research Institute (CRRI),N/A,1,0
A3,6.057,"BookMyXperience - Non Tech, New Delhi",N/A,1,0
A7,6.05,Colorjet India Limited,N/A,1,0
A7,6.05,"Argenbright Innovation Lab,Bengaluru",N/A,1,0
B3A1,6.05,AlmaConnect,12000,1,1
A4,6.049,Happay - Python,75000,1,
B5A8,6.92,ZF India Technology Center - Use Cases - SDLC,N/A,1,1
B3A4,6.04,MountTech India Ventures Pvt Ltd,15000,1,1
A2,6.04,"Aarrrmor Digital Services Pvt. Ltd. (Non IT),Bengaluru",N/A,1,
A4,6.038,Mettler Toledo India Pvt. Ltd.,N/A,1,
AA,6.036,CRRI - FINANCE,N/A,1,0
A4,6.022,Brakes India Private Limited,N/A,1,0
A4,6.02,"WILP - IOT,Hyderabad",25000,0,1
N/A,6.75,AlmaConnect,N/A,1,1
AA,6.02,Mitigata (Alphawave Technologies Private limited),25000,,1
N/A,6.62,"Bread Financial , Bengaluru",N/A,1,1
B3A8,6.02,"Ernst & Young LLP, Gurugram",38000,1,1
B3,6.02,Centre for Effective Governance of India States (CEGIS) - New Delhi,N/A,,1
B3,6.02,Bread Financial,N/A,1,0
A1,6.505,"NCL, Pune",N/A,1,0
A1,6.071,"NCL, Pune",N/A,1,
B4A4,6.01,MSA Global Technology and Engineering P Ltd.,25000,1,1
A1,6.01,"NCL, Pune",N/A,1,
A4,6.01,73 Strings Pvt. Ltd,N/A,0,1
A2,6,SP Institute of Workforce Development Pvt Ltd ( Pareekshn),N/A,1,
A5,6,PharmSight Research and Analytics Pvt. Ltd.,20000,1,
AB,6,"Grasim Industries,Nagda",N/A,1,0
A8,5.991,SS Clothing,N/A,1,
B2A8,5.99,"WILP - IOT,Hyderabad",25000,1,1
A4,5.99,UST- SI Digital Transform,N/A,0,1
A1,5.99,"NCL, Pune",N/A,1,
A1,6.524,Pepper Content,N/A,1,0
B4A4,5.98,"Satyam Venture Engineering Services Pvt Ltd, Hyderabad",10000,1,1
B2A8,5.98,"Birla Polyfibers,Harihar",N/A,1,1
A2,5.972,"Industry Cover, Bengaluru",N/A,1,
A4,5.971,Aditya Birla Chemicals,N/A,1,0
A3,5.97,WILP-Center for Immersive Learning,25000,,1
A4,5.96,"Siemens Energy, Vadodara",40000,0,1
A8,5.96,CSIR-NAL,N/A,1,0
B2A4,5.96,Altruist Technologies Private Limited,30000,1,1
A4,5.953,Colorjet India Limited,N/A,1,
A3,5.95,"Convrse Spaces- Non Tech, Gurugram",N/A,,1
A3,5.948,"BookMyXperience-Business Development, New Delhi",N/A,1,0
A7,5.947,CSIR- BISAG -Bhaskaracharya National Institute for Space Applications and Geo-informatics,N/A,1,0
A4,5.942,"Divgi TorqTransfer Systems Pvt. Ltd. - Bhosari,Pune",N/A,1,
A8,5.941,"I-stron Corporation Pvt. Ltd, Mumbai",N/A,1,0
A5,5.94,"Supra Sciences Private Llmited, Hyderabad",N/A,1,
A4,5.931,Assiduus Global,N/A,1,0
B1A3,5.93,Portkey AI - Management,45000,1,1
A4,5.93,Mitra Robot India Pvt Ltd,25000,0,1
A7,5.93,"Integrated Active Monitoring Pvt. Ltd.,Pune",N/A,1,0
A1,7.248,"Philip Capital,Mumbai.",N/A,1,0
A3,5.925,Synergy systems and solutions,N/A,1,0
B2AA,5.92,Safalsoftcom,20000,1,1
N/A,6.32,CloudJune (OPC) PVT Ltd,N/A,1,1
